epoch,learning_rate,loss,mape,root_mean_squared_error,val_loss,val_mape,val_root_mean_squared_error
22,0.0010000000474974513,731.1263427734375,4.9180588722229,26.999475479125977,35.32655334472656,0.8773983716964722,5.754580497741699
23,0.0010000000474974513,727.0478515625,4.904188632965088,26.922094345092773,695.0767211914062,2.6527304649353027,26.32090187072754
24,0.0010000000474974513,725.5863037109375,4.897756099700928,26.893510818481445,75.866943359375,1.138270616531372,8.573206901550293
25,0.0010000000474974513,723.7510375976562,4.8918657302856445,26.857847213745117,1863.0506591796875,4.280071258544922,43.13473892211914
26,0.0010000000474974513,720.0074462890625,4.880280494689941,26.786664962768555,1494.848876953125,4.195144176483154,38.63063430786133
27,0.0010000000474974513,717.0653076171875,4.865426540374756,26.730262756347656,495.8254699707031,2.2726807594299316,22.20876693725586
28,0.0010000000474974513,716.988037109375,4.861544609069824,26.72733497619629,4449.81396484375,5.9315571784973145,66.68685150146484
29,0.0010000000474974513,715.612060546875,4.854662895202637,26.7000675201416,126.58065795898438,1.4739793539047241,11.12708854675293
30,0.0010000000474974513,711.2733764648438,4.834272384643555,26.61714744567871,1924.8240966796875,3.9628655910491943,43.840492248535156
31,0.0010000000474974513,710.4912719726562,4.825629234313965,26.601139068603516,3188.43896484375,5.416330814361572,56.44050979614258
32,0.0010000000474974513,710.0614624023438,4.828108310699463,26.591642379760742,268.5989074707031,1.6516519784927368,16.29773712158203
33,0.0010000000474974513,707.8358154296875,4.818370342254639,26.54841423034668,146.76126098632812,1.5343619585037231,11.987776756286621
34,0.0010000000474974513,705.7939453125,4.803174018859863,26.5085506439209,2625.394287109375,5.366935729980469,51.20808029174805
35,0.0010000000474974513,705.5901489257812,4.796374797821045,26.503305435180664,928.0463256835938,2.8529179096221924,30.411273956298828
36,0.0010000000474974513,704.4234008789062,4.789011478424072,26.479923248291016,956.9910278320312,2.7553396224975586,30.882339477539062
37,0.0010000000474974513,702.8009033203125,4.78050422668457,26.447935104370117,1504.5858154296875,3.6379470825195312,38.7458381652832
38,0.0010000000474974513,701.8411254882812,4.777475357055664,26.428438186645508,118.87774658203125,1.4557037353515625,10.745247840881348
39,0.0010000000474974513,699.7525634765625,4.758473873138428,26.38756561279297,18.282812118530273,0.6096069812774658,3.8467628955841064
40,0.0010000000474974513,698.392333984375,4.754026412963867,26.360408782958984,300.1751403808594,1.8632279634475708,17.222728729248047
41,0.0010000000474974513,698.21484375,4.7513298988342285,26.355789184570312,3647.38134765625,6.1282782554626465,60.36356735229492
42,0.0010000000474974513,696.056640625,4.741018295288086,26.31356430053711,812.3450927734375,3.098815441131592,28.436992645263672
43,0.0010000000474974513,694.4518432617188,4.730241775512695,26.28191566467285,1546.8001708984375,3.9910659790039062,39.28176498413086
44,0.0010000000474974513,693.0562744140625,4.722516059875488,26.25420379638672,236.6387939453125,1.6522451639175415,15.259014129638672
45,0.0010000000474974513,694.07763671875,4.720949649810791,26.272563934326172,79.80461120605469,1.486332654953003,8.714606285095215
46,0.0010000000474974513,692.183837890625,4.715067386627197,26.23539161682129,165.294189453125,1.4664334058761597,12.703495979309082
47,0.0010000000474974513,689.8163452148438,4.7000956535339355,26.18917465209961,455.3510437011719,2.0863733291625977,21.245771408081055
48,0.0010000000474974513,690.8544921875,4.703033924102783,26.207948684692383,814.140869140625,2.8467228412628174,28.462520599365234
49,0.0010000000474974513,689.01904296875,4.6930437088012695,26.171833038330078,199.54891967773438,1.4363309144973755,13.980865478515625
50,0.0010000000474974513,688.7471313476562,4.694385051727295,26.165536880493164,23.310100555419922,0.7875223755836487,4.378437519073486
51,0.0010000000474974513,686.9320068359375,4.684072017669678,26.129749298095703,38.135440826416016,0.9845080375671387,5.825751781463623
52,0.0010000000474974513,686.1707763671875,4.684929370880127,26.114107131958008,1265.7706298828125,3.2240681648254395,35.51789474487305
53,0.0010000000474974513,687.021484375,4.681754112243652,26.12938117980957,196.7755889892578,1.5910454988479614,13.873405456542969
54,0.0010000000474974513,684.8341064453125,4.674773216247559,26.086467742919922,630.16162109375,2.4628217220306396,25.01615333557129
55,0.0010000000474974513,683.4898071289062,4.666444778442383,26.059785842895508,80.96294403076172,1.1928582191467285,8.749882698059082
56,0.0010000000474974513,681.4887084960938,4.65905237197876,26.020435333251953,37.786373138427734,1.2182841300964355,5.773738861083984
57,0.0010000000474974513,682.6079711914062,4.662412643432617,26.040925979614258,115.4520034790039,1.4727767705917358,10.53317642211914
58,0.0010000000474974513,680.8297729492188,4.653524398803711,26.00578498840332,641.6336059570312,2.545489549636841,25.24044418334961
59,0.0010000000474974513,682.0255737304688,4.663025856018066,26.027799606323242,58.045780181884766,1.4485199451446533,7.310281753540039
60,0.0010000000474974513,679.4177856445312,4.651785850524902,25.97672462463379,31.677692413330078,0.9532721638679504,5.198847770690918
61,0.0010000000474974513,680.22265625,4.654783248901367,25.991262435913086,50.271846771240234,0.9077745676040649,6.750523090362549
62,0.0010000000474974513,678.9476928710938,4.648348808288574,25.965736389160156,32.05290603637695,1.1028085947036743,5.225207805633545
63,0.0010000000474974513,677.76025390625,4.640360355377197,25.94200897216797,49.694278717041016,1.488899827003479,6.700838088989258
64,0.0010000000474974513,677.7837524414062,4.636498928070068,25.9415283203125,155.82151794433594,1.337480068206787,12.287176132202148
65,0.0010000000474974513,676.3009033203125,4.641616344451904,25.91200828552246,113.09769439697266,1.6501637697219849,10.402152061462402
66,0.0010000000474974513,676.1930541992188,4.638868808746338,25.909025192260742,39.50905990600586,1.1023330688476562,5.879842281341553
67,0.0010000000474974513,676.8453979492188,4.638360977172852,25.92072868347168,265.4176940917969,1.9758672714233398,16.138025283813477
68,0.0010000000474974513,674.3653564453125,4.628825664520264,25.871973037719727,1444.1405029296875,4.293445587158203,37.93568420410156
69,0.0010000000474974513,673.0120239257812,4.619832992553711,25.845069885253906,241.6417999267578,1.4957131147384644,15.381135940551758
70,0.0010000000474974513,672.9269409179688,4.627444267272949,25.842662811279297,483.6095275878906,2.0815834999084473,21.874797821044922
71,0.0010000000474974513,671.5835571289062,4.614417552947998,25.815929412841797,94.61404418945312,1.6045397520065308,9.459118843078613
72,0.0010000000474974513,672.6368408203125,4.626063346862793,25.835569381713867,551.2092895507812,2.4028139114379883,23.36734390258789
73,0.0010000000474974513,671.8983154296875,4.614718914031982,25.820491790771484,320.4205322265625,1.8561427593231201,17.75388526916504
74,0.0010000000474974513,671.4474487304688,4.617308139801025,25.811019897460938,63.52280807495117,0.9149129986763,7.633387565612793
75,0.0010000000474974513,670.5469360351562,4.61746072769165,25.79288673400879,42.908653259277344,1.0070772171020508,6.1332902908325195
76,0.0010000000474974513,670.4590454101562,4.614112377166748,25.790447235107422,202.92376708984375,1.6112468242645264,14.056746482849121
77,0.0010000000474974513,669.0366821289062,4.61368989944458,25.762109756469727,687.2770385742188,2.8667356967926025,26.1134033203125
78,0.0010000000474974513,668.2533569335938,4.613391876220703,25.7462158203125,215.75025939941406,1.8544247150421143,14.503368377685547
79,0.0010000000474974513,667.75537109375,4.609511375427246,25.735830307006836,822.7760009765625,2.83843994140625,28.589099884033203
80,0.0010000000474974513,668.5540161132812,4.61879825592041,25.750640869140625,1783.8873291015625,4.108874320983887,42.17121124267578
81,0.0010000000474974513,667.7501220703125,4.614649295806885,25.734214782714844,819.0709228515625,2.6575491428375244,28.522808074951172
82,0.0010000000474974513,665.9614868164062,4.611040115356445,25.698768615722656,1116.0181884765625,3.295170783996582,33.32368469238281
83,0.0010000000474974513,665.7581176757812,4.6142659187316895,25.694141387939453,606.8629760742188,2.7819268703460693,24.520938873291016
84,0.0010000000474974513,666.0262451171875,4.615176677703857,25.69860076904297,129.0340576171875,1.846725344657898,11.109038352966309
85,0.0010000000474974513,665.5667114257812,4.614595890045166,25.688953399658203,303.0115051269531,1.7800602912902832,17.24394416809082
86,0.0010000000474974513,663.9029541015625,4.606039047241211,25.65590476989746,68.32624053955078,1.1732122898101807,7.914207935333252
87,0.0010000000474974513,663.0167846679688,4.601097583770752,25.638004302978516,270.5504455566406,2.066772699356079,16.2734317779541
88,0.0010000000474974513,664.6619873046875,4.611556053161621,25.669288635253906,324.1832275390625,2.2166483402252197,17.84421730041504
89,0.0010000000474974513,662.9365234375,4.608075141906738,25.63498306274414,128.79434204101562,1.1877026557922363,11.090274810791016
90,0.0010000000474974513,664.3377075195312,4.609809875488281,25.661598205566406,550.6185913085938,2.925091505050659,23.34060287475586
91,0.0010000000474974513,662.4398193359375,4.603271484375,25.624055862426758,3403.9306640625,5.380119323730469,58.29296875
92,0.0010000000474974513,663.2131958007812,4.612717151641846,25.638490676879883,23.093568801879883,0.8243069052696228,4.147034168243408
93,0.0010000000474974513,662.9448852539062,4.6099982261657715,25.63263511657715,195.55711364746094,1.5382237434387207,13.77066421508789
94,0.0010000000474974513,662.6790771484375,4.611740589141846,25.62686538696289,70.95822143554688,1.0877922773361206,8.06230640411377
95,0.0010000000474974513,661.5443725585938,4.605923652648926,25.60409927368164,69.50636291503906,1.462213158607483,7.96978235244751
96,0.0010000000474974513,661.0967407226562,4.606316566467285,25.59476089477539,72.58609771728516,1.3976560831069946,8.158897399902344
97,0.0010000000474974513,659.8189697265625,4.5957136154174805,25.5692195892334,1407.1328125,3.6194522380828857,37.43111801147461
98,0.0010000000474974513,660.493896484375,4.604290008544922,25.581871032714844,130.56288146972656,1.4733819961547852,11.157551765441895
99,0.0010000000474974513,660.196044921875,4.600634574890137,25.575485229492188,260.7944641113281,2.2027993202209473,15.958950996398926
