epoch,loss,lr,mape,root_mean_squared_error,val_loss,val_mape,val_root_mean_squared_error
29,21.527969360351562,0.001,5.73617696762085,27.827192306518555,15.996906280517578,2.044832706451416,20.416976928710938
30,21.32332992553711,0.001,5.650262832641602,27.492006301879883,12.518521308898926,2.9806392192840576,14.549654960632324
31,21.750057220458984,0.001,5.770503520965576,28.121482849121094,12.461251258850098,3.755281925201416,14.35423469543457
32,21.36469268798828,0.001,5.696584701538086,27.716711044311523,6.950046062469482,1.583198070526123,8.473004341125488
33,21.696979522705078,0.001,5.77951717376709,28.02485466003418,13.270561218261719,3.5692756175994873,18.690425872802734
34,21.5124568939209,0.001,5.740776062011719,27.880516052246094,57.02255630493164,7.022200107574463,79.34732055664062
35,21.2154483795166,0.001,5.635252475738525,27.456737518310547,17.56488609313965,2.576483964920044,26.26716423034668
36,21.368568420410156,0.001,5.691176414489746,27.644498825073242,11.538474082946777,1.8421601057052612,15.828490257263184
37,21.003324508666992,0.001,5.602116107940674,27.21154022216797,11.188055038452148,3.223814010620117,15.267733573913574
38,21.163707733154297,0.001,5.64320707321167,27.433387756347656,22.99850082397461,3.174835205078125,32.055137634277344
39,21.127582550048828,0.001,5.626108169555664,27.360761642456055,28.908395767211914,3.6799509525299072,43.0955696105957
40,21.155179977416992,0.001,5.639700412750244,27.446792602539062,6.279205799102783,1.160037636756897,7.300563335418701
41,21.24291229248047,0.001,5.66953182220459,27.551513671875,7.045139789581299,1.4241083860397339,9.17082691192627
42,21.571460723876953,0.001,5.749167442321777,27.9266300201416,11.306222915649414,2.1182119846343994,13.271627426147461
43,21.26387596130371,0.001,5.663148403167725,27.52726936340332,16.503950119018555,3.1907405853271484,18.378385543823242
44,21.26392364501953,0.001,5.669802665710449,27.579811096191406,7.87241268157959,2.0503804683685303,9.36770248413086
45,21.287809371948242,0.001,5.659727096557617,27.52231788635254,11.133475303649902,1.6980979442596436,15.843679428100586
46,21.235532760620117,0.001,5.678170680999756,27.60773468017578,8.160717964172363,1.674446940422058,9.13179874420166
47,21.063751220703125,0.001,5.640153408050537,27.345186233520508,10.668106079101562,1.7538812160491943,13.614480018615723
48,21.31666374206543,0.001,5.690592288970947,27.709596633911133,12.801151275634766,2.3583130836486816,17.556720733642578
49,20.9995059967041,0.001,5.597954750061035,27.278732299804688,10.087150573730469,2.255916118621826,12.792409896850586
50,21.291746139526367,0.001,5.7029314041137695,27.655309677124023,6.012330532073975,1.2821420431137085,7.718464374542236
51,21.099353790283203,0.001,5.639932632446289,27.379858016967773,15.454410552978516,3.4537365436553955,16.45330047607422
52,21.246862411499023,0.001,5.693573474884033,27.601062774658203,15.906413078308105,3.10840106010437,25.016551971435547
53,21.148653030395508,0.001,5.649645805358887,27.428966522216797,6.5088653564453125,1.2472463846206665,7.483745098114014
54,21.296049118041992,0.001,5.685740947723389,27.64907455444336,9.202224731445312,2.787445306777954,12.133142471313477
55,21.296340942382812,0.001,5.679858684539795,27.59371566772461,8.507926940917969,1.6406093835830688,10.875250816345215
56,21.22626495361328,0.001,5.676940441131592,27.6187801361084,14.568063735961914,2.318136215209961,23.517784118652344
57,20.962148666381836,0.001,5.609334945678711,27.23979949951172,11.03824234008789,2.6243042945861816,12.668107032775879
58,21.078855514526367,0.001,5.62347936630249,27.378372192382812,13.83653736114502,2.2885029315948486,15.412880897521973
59,21.272380828857422,0.001,5.687455177307129,27.652463912963867,8.875898361206055,1.4354270696640015,9.757752418518066
60,21.045373916625977,0.001,5.640561103820801,27.334741592407227,26.65566062927246,3.0942575931549072,41.64777374267578
61,21.119497299194336,0.001,5.652198791503906,27.458805084228516,10.850701332092285,2.4335062503814697,12.451573371887207
62,21.227184295654297,0.001,5.667561054229736,27.580379486083984,22.063034057617188,2.942009687423706,38.02463912963867
63,21.015676498413086,0.001,5.634499549865723,27.268850326538086,6.903611183166504,1.424750804901123,7.685225009918213
64,21.3863468170166,0.001,5.693765640258789,27.77267837524414,9.470219612121582,1.5724031925201416,10.506263732910156
65,21.03664207458496,0.001,5.633824825286865,27.276111602783203,7.602065563201904,1.9024386405944824,8.526000022888184
66,20.943132400512695,0.001,5.600343704223633,27.234092712402344,9.508631706237793,1.861412763595581,11.409006118774414
67,20.903379440307617,0.001,5.5965094566345215,27.133501052856445,13.645232200622559,2.1880106925964355,18.695886611938477
68,21.416168212890625,0.001,5.714972496032715,27.86556625366211,10.692843437194824,2.023568868637085,13.5311861038208
69,21.41830062866211,0.001,5.714609146118164,27.85131072998047,19.488040924072266,4.4998321533203125,21.319618225097656
70,21.050769805908203,0.001,5.6274003982543945,27.392086029052734,7.984218597412109,1.5941272974014282,11.239460945129395
71,20.969921112060547,0.001,5.604723930358887,27.282724380493164,18.713106155395508,3.48606014251709,21.602184295654297
72,21.020227432250977,0.001,5.616259574890137,27.332399368286133,35.067264556884766,4.7676801681518555,50.26529312133789
73,21.241195678710938,0.001,5.674074172973633,27.59668731689453,6.875870227813721,1.4502174854278564,7.767112731933594
74,21.462003707885742,0.001,5.708856105804443,27.8713436126709,26.173809051513672,4.732598781585693,40.41119384765625
75,20.754486083984375,0.001,5.563292980194092,27.002479553222656,69.76366424560547,8.658487319946289,100.16864776611328
76,20.771690368652344,0.001,5.537491798400879,26.98128890991211,12.777557373046875,2.080169677734375,19.52763557434082
77,20.799663543701172,0.001,5.563937187194824,27.01404571533203,6.2597856521606445,1.222567081451416,7.859248161315918
78,20.99907684326172,0.001,5.624172687530518,27.346786499023438,7.2152814865112305,1.7382736206054688,8.99018383026123
79,20.915700912475586,0.001,5.589473724365234,27.136356353759766,48.32433319091797,5.319944858551025,73.89685821533203
80,20.875370025634766,0.001,5.570989608764648,27.147043228149414,46.902042388916016,6.383385181427002,64.62105560302734
81,21.273189544677734,0.001,5.652592658996582,27.554439544677734,5.827303886413574,1.8512719869613647,7.401391506195068
82,21.382747650146484,0.001,5.692163467407227,27.781604766845703,10.727657318115234,1.8198604583740234,12.19865608215332
83,21.00913429260254,0.001,5.603869438171387,27.33999252319336,12.529199600219727,2.7194979190826416,15.295087814331055
84,20.938138961791992,0.001,5.603514671325684,27.20277976989746,24.641632080078125,4.029980182647705,29.205406188964844
85,20.7606258392334,0.001,5.5482869148254395,27.000856399536133,10.625521659851074,3.2783637046813965,12.382903099060059
86,20.852893829345703,0.001,5.573615074157715,27.160694122314453,18.688114166259766,3.509143114089966,21.003843307495117
87,20.976774215698242,0.001,5.625568866729736,27.318689346313477,20.26236343383789,2.715629816055298,31.908960342407227
88,20.84234046936035,0.001,5.535542964935303,27.11886978149414,11.81360912322998,3.0649688243865967,15.836797714233398
89,21.026935577392578,0.001,5.599062919616699,27.32384490966797,13.909252166748047,2.327968120574951,17.16020393371582
90,21.011417388916016,0.001,5.591475963592529,27.281435012817383,10.711549758911133,1.9967918395996094,11.881028175354004
91,21.06796646118164,0.001,5.610677242279053,27.30730438232422,8.417420387268066,1.587361216545105,10.189749717712402
92,20.941967010498047,0.001,5.606375694274902,27.240942001342773,8.975167274475098,1.7768723964691162,9.362004280090332
93,20.81145477294922,0.001,5.568740367889404,27.094852447509766,20.352680206298828,3.9014008045196533,22.971744537353516
94,20.497316360473633,0.001,5.475511074066162,26.64750862121582,16.584989547729492,2.564742088317871,19.221050262451172
95,20.936870574951172,0.001,5.5847554206848145,27.236125946044922,8.079728126525879,1.7211592197418213,10.071418762207031
96,20.882558822631836,0.001,5.587728500366211,27.15996742248535,101.23719024658203,10.747715950012207,135.2361297607422
97,20.838703155517578,0.001,5.564320087432861,27.099403381347656,9.709144592285156,1.8137197494506836,15.933247566223145
98,21.02310562133789,0.001,5.621870994567871,27.368879318237305,49.87202453613281,5.685210704803467,76.20635986328125
99,21.210796356201172,0.001,5.652138710021973,27.540800094604492,18.30262565612793,3.9868829250335693,32.36391830444336
